Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
That even.,177,5,4,Bonnie Jones,179845,3162630
Foreign rule.,647,3,7,Joe Guerra,154780,2407070
Father.,886,4,6,Ryan Saunders,383680,4464847
Issue.,357,5,6,Kenneth Kennedy,123921,5613484
Involve toward.,179,5,3,Anthony Miller,215226,3069551
Ahead style.,348,1,6,Lindsey Hughes,155312,2330608
Challenge nice.,750,3,7,Alex Atkinson DDS,96666,4666532
However total.,787,4,7,Sean Nguyen,94287,4569887
Unit scientist.,933,3,4,Paul Long,314579,1285493
Table.,804,3,1,Sarah Webb,370867,1535719
Worry.,966,1,9,James Collins,104850,6833475
Population.,816,2,5,Larry Nicholson,141698,2781039
Finish.,554,3,3,Vanessa Walker,389758,1304806
Low.,674,5,1,Scott Dunn,89269,6587613
Help.,90,3,9,Maria Mcdowell,275523,5589771
Guess.,266,3,4,Brenda Bond,367113,2038444
Its save.,871,2,1,Kendra Hill,159640,1141900
Office part.,786,4,1,Shelia Thompson,182109,6386398
Her shoulder.,28,2,4,John Larsen,144322,2345634
Social.,466,1,1,Richard Lewis,381712,4065177
Every.,304,2,4,Edgar Griffin,349801,6657985
Sea.,293,1,9,Nicole Hunt,141171,2102025
Mr.,625,2,4,David Huff DVM,266094,4329648
Loss kid.,569,5,8,April Rivas,252874,4704006
Fish attention.,282,1,10,Nathaniel Benton,371223,3785243
Safe.,849,2,2,James Reyes,268322,6943156
Themselves.,423,1,4,Heather Washington,325062,1743214
Car.,952,2,10,Taylor Stout,216813,6793822
Fine.,772,5,3,Amanda Compton,384586,2001523
Past.,187,4,7,Linda Nolan,354412,1892157
Bad.,291,1,1,Charles Andrews,266086,6618466
However.,211,1,2,Allison Edwards,91514,5698181
Else.,388,2,1,Rebekah Hickman,381164,6633005
Music.,529,3,1,Cory Wall,304502,1831120
Fly.,672,5,4,Andrew Hoffman,155880,3001042
Seem.,221,5,4,Ernest Meyers,332922,1280103
Evening out.,267,2,9,Eric White,151059,3821686
Specific forget.,296,5,2,Darlene Rowe,288237,6817343
Whole.,924,4,4,Jesse Martin,88759,2162661
Give.,858,5,1,Holly Schwartz,106358,5396851
Moment myself.,102,1,4,Derek Smith,224778,3486296
Myself.,206,2,6,Joel Jennings,75259,1237255
Break.,706,3,7,William Morgan,106275,1977375
Fire.,787,2,9,Travis Roberts,203439,6268991
Should.,778,1,3,Cindy Parker,68211,3860655
Total firm.,12,3,3,Brooke Williams,252405,4970736
Indicate.,996,5,5,Eric Brown,191260,1027946
Though.,427,4,8,Eric Navarro,346286,3008516
Mrs and.,796,2,8,Debra Adams,337205,4340512
Hold skin.,743,3,2,Adam Brown,310560,3546551
Always long.,558,3,8,Robert Page,123847,4995615
Ready development.,177,5,2,Mary Delgado,110594,3365817
Thus.,124,2,10,Michael Patton,298821,2755506
Tv.,313,2,5,Ashley Lee,334218,2659314
Religious usually.,790,1,1,Randy Robinson,390278,1876672
Nothing.,656,1,8,Christopher Wood,329012,1736145
Sure speech.,753,4,5,Christopher Chapman,331979,3537440
Range Mrs.,470,4,4,Angel Crane,184085,5921233
Four language.,909,2,3,Robert Graham,345242,5081532
Coach base.,242,4,5,Rebecca Petty,281206,3331366
Board price.,559,4,1,Christine Dawson,176104,1832303
Music space.,236,3,9,Kelly Holland,319678,1450587
Form.,836,2,9,Alec Mendoza,111557,1463333
Just.,626,4,6,Michael Ray,105129,6763324
Something.,73,2,3,Yolanda Wong,87998,3328966
Where next.,620,2,6,Tammy Gardner,119105,3492508
Whom allow.,248,1,3,Denise Perez,90306,5627956
Whom activity.,739,3,4,Logan Wong,263186,2062458
Day.,38,3,2,William Murray,77372,4123778
Shoulder.,380,3,1,Troy Little,70681,5759799
Mission good.,564,5,7,Patrick Tucker,156852,4887458
Window reach.,939,1,8,Laura Lyons,372449,3194382
Pass.,149,5,6,John Ford,135353,4337712
Morning service.,772,4,9,Derek Davidson,235914,3179262
His parent.,513,1,1,Kenneth Stout,183823,3604785
Realize.,349,5,2,Julia Richardson,202062,5742649
Build.,291,4,4,Michael Cochran,168049,2088816
Get.,599,3,9,David Becker,62198,4539956
Himself space.,971,5,7,Tony Cruz,287320,2437440
Hope.,22,2,3,Barbara Short,71733,2117458
Degree.,549,4,2,Mrs. Alexis Everett,94251,5601271
Raise.,932,3,6,Sara Davidson,296925,2925532
Seek.,773,2,8,Robert Garcia,212556,6607843
Scene.,34,5,7,Ryan Bell,76796,6279914
Oil start.,881,2,4,John Raymond,338618,3687512
From.,230,2,7,David Ritter,395745,4887467
Finally.,689,1,1,Tanya Delacruz,134091,6656134
Industry.,482,4,8,Pamela Martin,394239,1279185
Election.,943,3,6,Michelle Arnold,220930,4077011
Rule.,651,1,5,Willie Zamora,89060,4742254
Point class.,643,1,6,Anna Long,300152,4129537
Prevent.,16,4,3,Gary Mendez,90299,4286555
Single why.,777,4,7,Brian Peterson,319322,6448410
To.,628,4,7,Samuel Hines,77631,4396721
Talk everybody.,628,1,3,James King,174980,5726913
Push none.,831,3,8,Paul Mcpherson,293163,5459591
Wife action.,489,2,2,Lisa Gutierrez,269273,5284280
Hotel.,209,2,3,Carolyn Lambert,71021,4849440
What.,369,5,3,Daniel George,116234,3291733
Suggest.,940,4,9,Nicholas Page,282363,6325539
Tax edge.,417,2,5,Jeffery Stevens,213173,5548650
Again.,124,1,6,Brian Brown,334066,2412577
Write.,341,2,6,Nicole Ortega,203474,2289615
Leave.,654,2,4,Thomas Young,266048,5721619
Not.,517,5,9,Leroy Conway,267542,4126206
Note.,343,3,8,Kelly Gonzalez,225073,5327917
Hospital.,720,4,1,Mark Shaffer,114937,6209211
Job.,542,4,1,Charles Becker,344955,3530241
Stock.,18,4,7,Cameron Smith,103689,4748258
Use.,722,1,8,Alex Raymond,84937,2702752
Car.,997,5,6,Marcia Stevens,251625,1687172
Point however.,93,4,4,William Parrish,143606,6898929
Voice popular.,910,4,7,Gail Cook,305834,6991287
Tree.,796,3,8,Nicholas Simpson,330279,3949011
View.,993,1,1,Joe Crawford,87552,1037195
Church plant.,438,4,4,Lori Hamilton,76699,3240994
Mother.,705,2,1,Dennis Johnson,372263,3399812
High out.,727,2,5,Dana Butler,253417,2505016
Those.,361,1,9,Carolyn Rice,338721,2380555
Mr.,881,2,7,Kristin Harper,64609,1162735
Toward.,842,1,10,Anne Rojas,105683,6716937
Military western.,352,2,6,David Little,187559,3969747
Nor.,936,3,7,Diane Gonzalez,322902,3623934
The anything.,939,3,10,Shari Mccarthy,270499,1381252
Significant by.,834,2,8,Stephanie Sanchez,217531,1233300
Life white.,553,4,2,Julian Miller,189104,1524392
Herself.,330,5,4,Pamela Watson,83749,1834694
Ahead successful.,580,3,1,David Lopez,396726,5222883
Price black.,278,1,8,Andrea Miller,172642,2929110
Maybe.,7,4,2,Elizabeth Edwards,103349,6570020
Prevent discuss.,867,2,10,James Smith,262291,2949808
Recent.,894,1,3,April Castro,317893,4537809
Media set.,528,1,4,Richard Harris,354934,2605378
Throughout.,568,4,6,Lori Holt,350234,1318256
Probably student.,757,5,7,Ryan Ford MD,348216,6513852
Soldier rather.,693,3,1,Bryan Nelson,174515,6051418
Plant short.,639,2,1,Ashley Mccarthy,313187,5004346
Already common.,886,1,6,Jeanne Thompson,133623,5384778
Center.,73,3,4,Peter Edwards,199921,4757163
Team.,964,2,3,Ann Collins,177659,5534119
Voice another.,193,3,8,Ryan Miller,118024,3091601
Door carry.,862,1,3,Marcus Nielsen,179521,2052654
Individual light.,123,1,10,Michael Jackson,102898,2635559
Door.,812,1,8,Christina Weber,310004,6107557
Attack foreign.,948,4,1,Michelle Brooks,376938,6534012
Through born.,506,1,5,Robert Davis,331123,6906434
Consumer.,855,2,3,Brandon Baldwin,219381,4792179
Control.,764,2,1,Ruben Diaz,267163,4501530
Goal.,805,1,1,Whitney Wade,168831,2532408
Half.,417,1,1,Billy Chapman,365125,4824548
Movie.,920,2,2,Barry Freeman,75957,2073026
Sell.,209,3,8,Megan Lopez,173520,6860217
Recently again.,639,5,10,Kristin Young,269353,3305381
Just stop.,898,3,9,Linda Wood,190067,1047408
Certainly.,14,1,7,Catherine Schmidt,333921,1334596
Teach.,787,5,1,Dawn Sanchez PhD,228439,6627108
During provide.,210,2,2,Jeffrey Elliott,340282,3948148
Say.,625,2,9,Jesus Wright,134852,2544851
Explain dark.,648,3,4,Rebecca Vaughan,175476,6532523
Serious.,541,4,10,Thomas Clark,146362,2754193
Off.,679,3,9,Matthew Berg,82883,6396568
Decade hear.,195,2,4,Kelsey Alexander,131373,2709896
He along.,790,3,8,Thomas Miles PhD,68622,4020385
About.,408,3,5,Harry George,285266,4267056
Suddenly down.,892,1,7,Mark Turner,113693,3021118
Smile experience.,177,4,4,Elizabeth Krueger,366773,4000432
Certain computer.,465,4,2,Dawn Coleman,390923,6754755
Cover physical.,172,4,10,Jon Johnson,259392,4883772
Open owner.,165,1,8,Kenneth Owen,206510,4160556
State.,957,3,2,Kristin Jackson,228561,5464813
Despite church.,683,1,5,Kathryn Bradshaw,149374,4409239
Likely everything.,405,2,8,Kelly Brown,249612,1196967
Turn reason.,920,3,8,Debbie Alexander,291968,5907238
Treatment.,721,4,1,Kelsey Randall,137027,2623350
Past.,344,3,4,Rachel Ray,162072,1301749
Democratic college.,342,4,9,Jordan Stewart,156995,1214602
Ask tell.,369,1,1,Meghan Webb,215888,1617663
Machine determine.,460,1,2,Daniel Lucas,210139,6360242
Around.,328,1,4,Kendra Wilson,274900,5264157
Hand.,608,3,4,Kevin Alexander,266418,2039385
Smile.,83,3,2,Jason Miller,392560,5720770
Executive.,105,5,9,Billy Schwartz,333563,6523565
Right range.,239,4,1,Mary Cannon,105775,1641557
Western increase.,723,1,9,Theresa Hull MD,156344,2501342
Clear security.,429,5,3,Laura Bryant,331581,4467654
Dark.,871,4,2,Gerald Alexander,234559,2909817
How Republican.,923,5,9,Seth Peterson,161936,6524094
Answer child.,66,4,7,Sandra Montgomery,225980,1177313
Perform time.,192,1,7,Lisa Rosales,170537,4073943
Realize against.,515,5,2,Leslie Spears,267949,4870238
Father.,731,3,9,Gregory Wilson,84763,5126718
Voice approach.,248,4,9,Bradley Lopez,209937,1895688
Environment lot.,591,2,1,Mark Brown,109578,1830581
Act people.,197,3,6,Elizabeth Peterson,218389,5362451
Sense.,546,1,5,Lee Lawrence,74837,2066921
Decision yard.,151,2,2,Ryan Lee,199537,2156798
Just work.,773,3,7,Lauren Young,134857,4178119
Party.,979,2,9,Dorothy Peters,127300,4554859
Fill yet.,46,3,4,James Patel,206596,1322741
All.,715,4,9,Logan Parker,184871,3431565
Want authority.,552,2,7,Glenda Maldonado,320463,6522507
Not people.,708,3,4,Dana Johnson,300010,6949274
Million at.,272,1,3,Mark Nelson,108687,2699823
Color.,23,4,6,Aaron Hawkins,380058,3161589
Whether like.,373,3,7,Mary Rose,341829,1062822
Travel should.,757,5,3,Allison Lopez,225683,6359543
Rule.,292,3,8,Justin Porter,358986,3426197
Commercial.,553,2,4,Jenny Baldwin,387710,1153751
Step data.,314,5,3,Christina Johnson,371936,1895849
Time.,230,3,7,William Wells,77197,3278531
Seem.,312,5,5,Lauren Mitchell,129838,5344136
Billion.,948,3,1,Leah Roberts,321107,2552170
Minute deal.,877,3,2,Shannon Wilson,198656,3738718
Usually may.,427,1,6,Lisa Lewis,287605,4900553
Popular.,1,4,9,Brittany Bullock,85784,5839145
Sister.,691,2,2,Brandon King,72574,2338624
Clear amount.,293,1,5,Laura Ford,135834,2380062
Whatever game.,893,3,6,Brian Ford,202400,1578777
Whom themselves.,851,4,3,Meagan Rodriguez,134758,6283260
Gas.,410,5,4,Dr. Calvin Robertson,311134,4675156
Century.,986,1,1,Pamela Powell,364146,4051315
Dinner.,692,2,8,William Patrick,211290,3960001
Capital.,890,4,1,Victor Green,286175,5822973
East above.,194,1,5,Ronald Murray,347974,1097883
Water world.,844,3,8,Tiffany Sullivan,338844,3000073
Current finish.,972,4,7,Melissa Collins,320154,3265902
Mention child.,629,2,8,Casey Anderson,69207,4422876
End past.,13,1,8,Aaron Christensen,225827,4268640
Might.,196,3,1,Regina Smith,230372,1366747
Girl condition.,164,4,6,Gregory Barton,96486,5732621
Economy return.,814,5,3,Robert Henry,270798,6399082
Exist there.,601,1,8,Sarah Johnson,100234,1037619
Lose.,84,5,10,Jacob Hurst,327732,2756409
Traditional.,584,2,2,Donald Hughes,101681,3977082
Return throughout.,5,2,9,Kimberly Johnson,188205,3220704
Animal capital.,364,5,3,Heather Harrison,95121,2483078
Receive wife.,985,2,7,Alan Thompson,338099,4897005
Night.,428,4,1,Monique Walters,278325,6008089
Clearly forget.,227,1,2,Michael Ramsey,102235,1909159
Difference.,78,1,10,Mikayla Spencer,76100,6457001
Senior.,691,2,5,Tracy Price,365802,1152305
Science experience.,802,3,7,Jonathon Goodman,344493,5476622
Trip.,655,3,7,Gregory Turner,110613,4285538
Describe.,129,2,3,Rachel Miller,90989,2513378
Part.,252,2,6,Angela Christian,261292,3757577
Inside lot.,277,1,4,Ryan Livingston,387424,2462750
Case she.,667,3,3,Cheryl Ingram,139071,2409777
Method stuff.,275,2,5,Bradley Hamilton,266407,2349665
Herself.,745,4,10,Charles Webb,273655,5214270
Pm about.,439,2,5,Sara Weber,141920,5889310
Whether.,39,4,10,Jamie Evans,236348,3273782
Suggest country.,533,2,2,Tammy Solomon,249708,3332147
During.,785,5,1,Philip Brown,394906,4172776
Three.,757,2,8,John Brown,367935,5790099
Up data.,895,5,2,Janet Gordon,101952,3394958
Hand.,175,1,2,Ashley Chan,372366,2405464
Positive.,34,3,9,Eric Martinez,212336,3552775
Animal step.,430,1,10,Allen Gillespie,359864,4445753
Indeed.,333,4,10,Ernest Rodgers,384754,2817565
Bank.,28,1,6,Mrs. Veronica Brady,233866,1953817
How.,765,4,2,Tracy Monroe,154629,1294277
Oil actually.,572,4,9,Joseph Lee,119390,4927463
Another window.,480,3,4,Benjamin Leonard,63591,2252482
Class.,564,5,5,Cheryl Wood,364331,1366653
Particular.,22,5,3,Ashley Brown,201051,6241158
Development.,914,2,5,Timothy Nichols,77201,4827274
Traditional memory.,43,5,3,Daniel Smith,305421,6349174
Prove.,907,1,6,Kyle Fields,129569,1789622
Reveal different.,975,1,10,Jessica Ferguson,317000,2934794
At.,761,1,2,Kristin Nichols,247147,3298896
Actually fact.,340,5,7,Jeffery Carr,108494,1041436
Good true.,428,1,5,Susan Mercado,210543,2696693
Mr time.,54,2,3,Robert Strickland,189764,5045631
Pattern character.,278,2,7,Shari Cruz,220089,4482150
Purpose hear.,889,5,3,Daniel Rodriguez,189906,3231810
Avoid trial.,919,4,3,Jamie Rosales,60832,2325518
Seat.,893,3,8,Joshua Walter,325558,1123402
Suffer not.,312,5,9,Timothy Norris,226962,2926663
While college.,803,2,10,Alexandra Watkins,160361,4666345
Treatment sometimes.,279,5,10,Steven Stokes,215664,3093764
I.,487,5,4,Julian Jacobs,71729,4097338
Stand successful.,373,5,5,Sandra Smith,76270,6179353
Business culture.,477,4,3,Diana Knight,289970,1890837
Large mother.,375,2,2,Kurt Burch,158524,5604960
Case among.,751,2,4,Justin Smith,276350,5204758
Prove.,696,3,2,Noah Hall,81454,1110077
Edge.,500,2,1,Diana Horton,249245,1123042
From.,452,3,1,Kristie Walsh,202848,1529467
Since.,770,5,2,Amanda Alvarez,119195,4510414
Threat question.,264,5,9,Samuel Hill,352315,5545993
Past.,913,1,6,Erika Barnes,375442,1724129
Reason bring.,185,5,8,Daniel Rodriguez,66249,2256295
Short.,801,4,4,Pamela Riggs,364596,3998497
Skill.,587,4,3,Lori Rios,356111,1534025
Draw successful.,12,1,8,Michael Gibbs,314666,3067501
Bill.,228,4,5,Crystal Vega,75353,3633561
Full threat.,811,2,9,Jake Wilson,146079,3099988
North study.,331,1,10,John Lane,160762,2377608
Raise almost.,548,4,3,George Hernandez,164142,4102482
Whether teach.,5,1,10,Teresa Foster,327275,2996559
Herself reach.,24,4,7,David Yoder,285255,1761774
The down.,879,4,2,Annette Smith,112950,2163538
Fact year.,716,2,4,John Rodriguez,282027,1246181
Class.,777,3,10,Carolyn Burns,304245,4591167
Skin.,172,5,2,Michelle Terrell,196793,4069418
Expect.,130,1,6,Cassandra Hawkins,273580,6400073
Alone heavy.,334,3,3,Angelica Wise,164521,4333964
Cup garden.,930,5,9,Veronica Lee,258670,5530988
Field no.,653,2,7,Michael Powers,322007,4839217
Section.,594,5,9,Maria Pearson,181506,5474428
Short growth.,713,1,9,Kevin Cooper,253321,3356658
High compare.,148,5,10,Joseph Green,385099,5348104
Bar thousand.,199,4,2,Eric Parker,95132,4549934
Some available.,888,5,6,Rodney Moreno,374177,5134049
Today himself.,674,5,8,Rebecca Myers,205520,3183822
They.,756,3,5,Riley Ramirez,78280,2802665
Name policy.,920,3,2,Elizabeth Brown,367289,4209138
Practice on.,926,5,3,Luke Golden,382142,6649625
Cover third.,971,4,7,Tamara Clark,331502,1191383
Tree.,423,5,9,Joshua Elliott,365056,1327626
Capital.,373,5,6,Cory Peters,221472,6330909
Reduce manager.,31,3,8,Robert Gonzalez,160640,3950147
Meeting so.,160,1,1,Cindy Johnson,386984,5334958
Their soldier.,28,2,10,Cheryl Little,137829,3996847
She beat.,311,2,2,Renee Andrews,386075,3970661
Say mind.,799,3,9,Andrew Watts,132881,2230693
Cup.,835,4,6,Denise Dillon,284463,6996659
Late.,25,2,3,Megan Lee,142636,6419578
Source.,716,2,7,Chase Garrison,99466,1816691
International.,554,1,3,Veronica Mays,349455,2158467
Local here.,937,3,8,Chloe Clark,197699,4715254
Worker three.,186,3,6,Sherri Allen,275725,4805533
Cover.,916,5,3,Angela Thompson,145639,2537328
Challenge season.,559,3,3,Robert Hess,233412,1895436
His.,379,1,10,Beverly Hayes,216143,2626732
Side which.,703,1,3,Chad Dunn,69940,6988682
Especially.,140,1,4,Drew Mcdaniel,285742,6979537
Check during.,480,2,3,Andrea Gomez,275292,6494603
Military within.,40,5,4,Anthony Adams,377763,4614912
Special.,569,3,6,Anna Mcintyre,243271,6394052
Pattern public.,82,5,1,Teresa Ingram,254334,4398628
Vote.,1000,4,9,Robert Carrillo,85754,3859802
Artist.,252,4,6,Samantha Cook,399471,4103285
Law agent.,269,4,9,Seth Carter,304448,3107822
Design day.,505,3,10,Michael Torres,332394,4778149
Little memory.,410,2,4,John Glover,158099,6532036
Allow yet.,494,4,2,Elizabeth Arias,73798,2936599
Black simple.,384,4,6,Chad Davis,91604,1645837
Task technology.,828,3,2,Matthew Mercer,282441,6346717
As something.,580,4,5,Johnathan Wilson,388072,6765529
Stand.,530,3,8,Breanna Jones,376423,1821925
Sea team.,251,2,4,Mariah Garcia,287453,3236771
A.,224,2,7,Holly Mercer,88349,2734591
Pick suddenly.,884,2,3,Melanie Long,265565,4171934
Stop result.,270,3,6,Scott Gray,395792,3002213
You although.,235,2,2,Nathaniel Love,374140,5535326
Among medical.,426,3,3,Chelsea Cox,234639,3659832
Thing.,379,1,8,Carolyn Simpson,150951,2238022
War.,113,5,1,Christopher Downs,358542,2410315
Hand particularly.,470,2,6,Thomas Hanson,217146,3317075
Effect laugh.,57,1,8,Omar Landry,326188,2912350
Improve.,970,3,9,Karina Murphy,139420,6806571
Occur second.,8,5,4,Chelsea Case,326045,4201896
Step great.,827,4,4,Jessica Cantu,174830,5951403
Recently place.,478,5,9,Mrs. Alisha Hall,91859,2538995
Fill.,390,5,3,Gregory Patterson,236384,1940300
Special.,545,3,10,Kelsey Underwood,290367,2697300
Animal.,535,2,1,Andre Boyle,147658,2424444
Forget certain.,286,1,7,Ashley King,292617,4576947
My live.,374,3,1,Raymond Cross,364162,6979395
Majority.,186,4,6,Jennifer Maldonado,177328,4673466
Middle nation.,160,5,2,Wayne Castillo,349762,6220796
Subject together.,340,3,9,Christopher Sanchez,289065,2892436
Magazine.,619,5,4,Brendan Freeman,225658,4234007
Race.,738,3,5,Molly Whitaker,161092,4031095
Beyond price.,61,4,6,Sarah Wilson,383680,5491848
Will.,406,3,7,Rebecca Cox,150812,2365040
Half.,768,5,1,Cynthia Adams,324499,4194038
Become.,192,1,10,Johnathan Vargas,291051,4002557
Marriage government.,813,1,4,Lance Smith,377007,5083402
Measure no.,519,5,1,Destiny Rich,195471,2845316
Lead word.,191,2,2,Ruth Rodriguez,306011,6296879
Walk.,352,1,4,Ann Hamilton,183059,5085656
Buy.,551,4,6,Brian Rivera,197733,2149373
Every citizen.,111,1,9,Joseph Weaver,300440,1902137
Write.,499,4,10,Rose Turner DVM,306514,3474937
Article.,770,3,5,Michael Craig,397852,1664426
Every interest.,747,2,2,April Miller,379904,5052954
Huge share.,631,1,2,Regina Welch,90633,1056107
Southern.,880,5,10,Melody Arnold,102271,1195510
Movie event.,522,1,7,Sara Rogers,159939,5329645
Social around.,19,4,1,Kimberly Mccoy,202410,1182257
Detail save.,5,3,2,John Stevenson,362115,6856523
Structure rather.,101,3,4,Matthew Ford,141032,1665752
Feel table.,557,3,8,Angela Vazquez,228271,3359792
South.,196,2,6,Daniel Blackburn MD,173269,1640549
Any.,231,2,4,Hannah Lopez,124865,5644778
Team science.,781,1,3,Michael Johnson,339682,2800830
Necessary thought.,970,1,7,Lori Nelson,370889,4595405
Political since.,956,3,8,Joe Allen,71053,4754384
Store yet.,520,1,10,Kelly Rose,228215,1100197
With.,123,2,2,Jimmy Richard,154350,6906758
Represent.,352,1,6,Hannah Molina,230299,2461130
Conference.,382,3,5,Casey Davis,277442,2789028
Often.,718,1,4,Peter Guerrero,139713,4246074
Consumer.,478,3,10,Kimberly Freeman MD,333025,2737994
Forget money.,124,3,6,Kelly Rodriguez,114974,2875655
No.,333,5,5,Darin Lane,176070,1432289
Be weight.,7,4,5,Robert Davenport,82552,5282155
Although.,124,4,10,Michael Wall,168978,3925885
Season.,827,2,8,Joe Tate DDS,214763,2805117
Congress fear.,702,3,9,Laura Phillips,334495,2351093
Reflect.,893,4,3,Dana Sanders,359639,3361261
Company.,674,3,7,Kathryn Fox,354682,5623287
Current by.,845,5,7,Emily Johnson,181489,3473029
Artist road.,972,3,5,Ronald Reeves,368545,4907452
Must interest.,202,1,4,Joseph Walters,330383,6472159
Certain among.,957,5,6,Joshua Adams,341869,6882861
Thousand business.,115,3,1,Richard Rivas,163147,2304247
One.,150,4,7,Gina Gallagher,332232,3038077
Listen call.,441,4,3,Shane Malone,77584,3623721
Goal.,327,4,4,Desiree Moore,292291,3478880
Need most.,251,3,9,Mike Sanders,364300,2726136
Or at.,630,4,7,Mark Delgado,266111,1148556
Least and.,451,5,4,Anthony Singleton,364948,4101528
After this.,449,5,5,Nathan James DVM,218254,2647641
Effect politics.,935,5,4,Jessica Clark,90843,4053163
Others nation.,963,3,5,Kent Garrett,226317,6957160
Sell fire.,947,4,4,Alexander Rodriguez,300173,6882669
Include see.,534,1,10,Michael Bray,260463,5498842
Bank fire.,438,3,2,Jonathan Griffith,378666,1891393
Five nice.,797,2,7,Kathleen Paul,292386,6734065
Save girl.,606,2,3,Brian Soto,147533,3418301
Region benefit.,793,1,4,Janet Conrad,244982,1172409
Stay father.,358,4,9,Jim Bryant,171353,6343477
Eat.,89,5,8,David Gomez,191706,3362844
Hotel control.,415,3,7,Norman Roy,233465,1293698
Woman let.,312,2,10,James Huang,262727,6652918
Memory.,952,5,7,Mr. Paul Ward MD,290865,2286874
Easy.,527,3,2,John Orozco,82680,3143713
Thing beyond.,931,1,8,Brent Ball,203528,1199930
Hotel sort.,787,4,9,Christian Short,191750,6041438
Professional growth.,672,2,6,Michael Pacheco,303770,6126210
Role.,313,3,10,Latoya Garcia,332808,1279547
Voice station.,985,3,1,Joshua Lopez,98993,1121355
Order million.,883,2,6,Bethany Garcia,186648,6187104
Take.,580,5,8,Stephanie Young,263694,3402280
Foreign back.,715,4,6,Aaron Pennington,346376,6239251
Save.,975,5,10,William Walker,149464,2011486
Culture.,625,5,7,Sophia Anderson,191253,3287732
Knowledge.,64,4,1,Danielle Serrano,270308,3254575
Simply.,843,1,8,Amanda Salazar,184325,1084912
Give play.,431,3,2,Michael Smith,373684,3495305
Race.,593,1,7,Ms. Jill Dunn,139648,4890280
Pretty.,256,4,4,Jacob Martinez,326473,3625601
Wonder think.,665,2,10,Derek Roman,150753,4916113
Four order.,772,3,5,Morgan Cooke,216434,3261175
Describe save.,639,3,7,Casey Davis,234493,4617786
Figure activity.,703,3,9,Mary Ford,228239,4681697
Laugh.,90,5,7,Gerald Nichols,297869,2172328
Middle century.,237,3,10,Robert Gilbert,307776,4266918
Magazine.,847,5,10,Catherine Trujillo,83067,6150248
Them best.,586,3,8,Rebecca Pearson,206389,3248780
Animal.,374,2,1,Eric Johnson,296430,3288862
Someone movie.,112,3,5,Malik Barron,256393,1044589
Far prove.,624,1,3,Crystal Fuller,227758,4215218
Man another.,265,1,5,Jennifer Moreno,63737,1027607
Radio.,146,2,8,Robert Clark,222753,6542043
Suggest say.,139,5,3,James Palmer,222527,1108634
Work woman.,953,1,4,Casey Jordan,314068,5584527
Some section.,702,2,9,John Haynes,245856,6378918
Stand such.,588,5,9,Travis Bridges,195202,1139361
Morning thus.,769,2,2,Kevin Bonilla,121269,6226363
Like wrong.,774,2,7,Justin Phillips,122376,4523197
Soon lay.,645,5,5,Marie Bird,273557,5447205
Bar.,139,1,7,Michael Cabrera,258648,4237617
Pass.,539,4,10,Kimberly Hood,382445,2610818
Discussion nation.,650,2,9,Kathleen White,255934,6376179
Light when.,58,3,3,Mark Carter,216910,6322014
Gas son.,297,3,9,Todd Woods,156354,2055236
Drive.,187,5,3,Christopher Reed,315912,2461091
Understand bed.,499,5,10,Karen Parker,129027,4921935
Expert maintain.,249,2,8,Dennis Farmer,90681,2559792
Threat.,882,3,9,Kimberly Taylor,282002,1748999
Yard certain.,282,2,1,Richard Lawson,390261,3889207
Produce story.,536,3,4,Mark Green,266896,5088394
Sing.,547,1,4,Donald Johnson MD,127796,4299796
Knowledge.,742,2,7,Adrienne White,370118,4848151
Care.,16,4,4,Robin Buck,177200,5412634
Blood long.,411,1,10,Jessica Patterson,322494,5988217
Start.,337,3,8,Jason Rich,398987,1916918
Outside.,778,4,8,Jeffrey Woods,247797,6183528
Chance establish.,709,5,3,Theresa Moreno,288344,2817221
Avoid take.,106,1,6,Bryan Oliver,307742,5917731
Line interview.,839,2,6,Jenna Hall,368945,2486463
Quickly.,785,4,5,Hector Evans,314883,3338640
Have.,615,3,3,Lisa Sims,171520,4637881
Quite.,103,1,8,Joshua Cook,388881,2810052
Take.,305,4,9,Adam Pierce,140147,1464313
Stage.,482,1,4,Heather Anderson,324758,5589096
Eight for.,584,3,5,Jenna Jones,361688,4684111
Choose man.,353,5,6,Karen Alexander,97553,1695054
Most visit.,8,1,8,James Mitchell,330424,5384915
Report detail.,572,5,2,Lori Braun,317395,3022558
Tonight base.,623,2,2,Tammy Scott,260864,3499240
New cup.,111,1,9,Robert Velasquez,373548,3922379
Explain.,252,5,1,Alexander Weaver,233350,4143291
Whose.,572,5,8,Adam Holloway,188416,2644107
Myself national.,322,3,1,Jessica Cooke,228736,5397088
Mrs.,790,5,10,Julia Ruiz,76077,5701237
Rest report.,973,5,3,Abigail Gallagher,282314,1813196
Long religious.,557,5,3,Ann Brown,75361,3126561
See season.,228,5,4,Amy Mckinney,260495,4786055
Score.,254,5,2,Jason Villanueva,99645,3149289
Add.,97,1,2,Allison Richardson,371229,6834752
Project.,737,3,1,Sara Brown DVM,340464,6298581
Which.,901,3,4,Nicholas Ferrell,175708,5456639
Appear firm.,955,1,7,Stuart Phillips,365029,6501754
Allow describe.,804,5,6,Courtney Brown,318141,6435769
Cause left.,705,5,8,Elizabeth Banks,193000,2812174
From position.,446,3,9,Christopher Hill,161013,4137441
